Company,TypeName,Inches,Ram,OpSys,Weight,Price,Cpu_brand_temp,Gpu_brand_temp,Touchscreen,IPS,X_res,Y_res,PPI,SSD,HDD,Flash,Hybrid,Cpu_brand,Cpu_tier,Cpu_speed,Gpu_brand,Dedicated_gpu
HP,Notebook,15.6,8,Windows 10,1.91,32979.7872,Intel,AMD,0,0,1366,768,100.45466986113651,256,0,0,0,Intel,i5,2.5,amd,1
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,85194.72,Intel,Intel,1,1,1920,1080,158.48253022174808,256,0,0,0,Intel,i5,1.6,intel,0
Lenovo,Notebook,14.0,4,Windows 10,2.1,15930.72,Intel,Intel,0,0,1366,768,111.93520355955211,0,500,0,0,Intel,celeron,1.1,intel,0
Lenovo,Netbook,11.6,4,Chrome OS,1.25,14119.2,Intel,Intel,0,0,1366,768,135.0942111925629,16,0,0,0,Intel,celeron,1.6,intel,0
Lenovo,Notebook,13.3,8,Windows 10,1.44,50562.72,Intel,Intel,0,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,2.5,intel,0
Asus,Notebook,15.6,8,Windows 10,2.0,65214.72,Intel,Intel,0,0,1920,1080,141.21199808219862,256,1024,0,0,Intel,i7,2.7,intel,0
Acer,Notebook,15.6,4,Windows 10,2.2,32660.64,Intel,Nvidia,0,1,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,1.6,nvidia,1
HP,Ultrabook,13.3,8,Windows 10,1.34,70489.44,Intel,Intel,0,1,1920,1080,165.6321180513006,512,0,0,0,Intel,i7,2.7,intel,0
Lenovo,Gaming,15.6,8,No OS,2.4,61218.72,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,1024,0,0,Intel,i7,2.8,nvidia,1
Dell,Ultrabook,13.3,8,Windows 10,1.29,47898.72,Intel,Intel,1,1,1920,1080,165.6321180513006,128,0,0,0,Intel,i5,2.5,intel,0
Acer,Notebook,15.6,4,Windows 10,2.2,34045.92,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,500,0,0,Intel,i7,2.7,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.18,44542.08,Intel,Intel,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,16,Windows 10,2.2,64961.10719999999,Intel,AMD,0,0,1920,1080,141.21199808219862,256,2048,0,0,Intel,i7,1.8,amd,1
Xiaomi,Notebook,15.6,16,No OS,1.95,74589.336,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,1.8,nvidia,1
Asus,Netbook,11.6,2,Windows 10,1.1,13053.6,Intel,Intel,0,0,1366,768,135.0942111925629,0,0,32,0,Intel,celeron,1.1,intel,0
HP,Notebook,15.6,4,Windows 10,2.04,27783.9216,Intel,Intel,1,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i5,1.6,intel,0
Asus,Gaming,15.6,24,Windows 10,2.24,158135.04,Intel,Nvidia,0,0,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,15.6,8,Windows 10,2.04,47365.92,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,nvidia,1
Asus,Gaming,17.3,16,Windows 10,3.0,80133.12,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Gaming,15.6,8,Windows 10,3.2,74538.72,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,1024,0,0,Intel,i7,2.8,nvidia,1
HP,Ultrabook,13.3,8,Windows 10,1.32,74538.72,Intel,Intel,0,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i7,2.7,intel,0
Dell,Notebook,14.0,8,Windows 10,1.64,68184.0144,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.6,intel,0
HP,Notebook,15.6,4,Windows 10,1.63,36709.92,Intel,Intel,0,0,1366,768,100.45466986113651,128,0,0,0,Intel,i3,2.5,intel,0
Dell,Notebook,17.3,8,Linux,2.8,47365.92,Intel,AMD,0,1,1920,1080,127.33567457123111,128,1024,0,0,Intel,i5,1.6,amd,1
Lenovo,Notebook,14.0,8,Windows 7,2.02,71395.2,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.3,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,42570.72,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.7,nvidia,1
Lenovo,Notebook,15.6,8,No OS,2.2,24455.52,Intel,Nvidia,0,0,1366,768,100.45466986113651,0,2048,0,0,Intel,i3,2.5,nvidia,1
Dell,Notebook,15.6,4,Windows 10,2.3,31168.8,Intel,AMD,0,0,1920,1080,141.21199808219862,0,500,0,0,Intel,i5,2.5,amd,1
Dell,Notebook,15.6,8,Windows 10,1.9,73366.56,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.8,intel,0
Dell,Gaming,17.3,16,Windows 10,4.42,160520.3856,Intel,Nvidia,0,1,1920,1080,127.33567457123111,128,1024,0,0,Intel,i7,2.8,nvidia,1
Toshiba,Notebook,15.6,8,Windows 10,2.0,45820.8,Intel,Intel,0,1,1920,1080,141.21199808219862,0,500,0,0,Intel,i5,2.5,intel,0
Asus,Notebook,15.6,8,Windows 10,2.0,69210.72,Intel,Nvidia,0,1,3840,2160,282.42399616439724,256,1024,0,0,Intel,i7,2.7,nvidia,1
Mediacom,Notebook,13.3,4,Windows 10,1.2,19660.32,Intel,Intel,0,1,1920,1080,165.6321180513006,32,0,0,0,Intel,celeron,1.1,intel,0
Asus,Gaming,15.6,8,Windows 10,2.3,87858.72,Intel,Nvidia,0,1,1920,1080,141.21199808219862,128,1024,0,0,Intel,i5,2.5,nvidia,1
Dell,Notebook,15.6,8,Windows 10,1.93,72940.31999999999,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.2,42486.0048,Intel,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,1.6,amd,1
HP,Notebook,15.6,4,Windows 10,1.86,21258.1872,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,other,1.6,intel,0
HP,Gaming,17.3,12,Windows 10,2.62,95850.72,Intel,Nvidia,0,0,1920,1080,127.33567457123111,0,1024,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,14.0,8,Windows 10,1.87,45767.52,Intel,Nvidia,0,1,1920,1080,157.3505121487356,256,0,0,0,Intel,i7,2.7,nvidia,1
Dell,Ultrabook,13.3,8,Windows 10,1.2,74538.72,Intel,Intel,1,0,3200,1800,276.053530085501,256,0,0,0,Intel,i7,1.8,intel,0
Dell,Notebook,14.0,4,Windows 10,1.6,39207.1536,Intel,Intel,0,0,1920,1080,157.3505121487356,128,0,0,0,Intel,i3,2.5,intel,0
HP,Ultrabook,13.3,8,Windows 10,1.34,61005.6,Intel,Intel,0,1,3200,1800,276.053530085501,256,0,0,0,Intel,i7,2.7,intel,0
Acer,Gaming,15.6,8,Linux,2.4,42517.44,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,nvidia,1
Asus,Notebook,15.6,4,Windows 10,2.0,18594.72,AMD,AMD,0,0,1366,768,100.45466986113651,0,500,0,0,AMD,other,1.8,amd,1
HP,Notebook,15.6,4,Windows 10,2.1,37589.04,Intel,Intel,0,0,1920,1080,141.21199808219862,128,0,0,0,Intel,i3,2.4,intel,0
Lenovo,Notebook,14.0,4,Windows 10,1.87,41824.8,Intel,Intel,0,0,1920,1080,157.3505121487356,0,500,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,15.6,4,No OS,2.15,24634.008,Intel,Intel,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.3,intel,0
HP,Notebook,15.6,4,Windows 10,1.86,21152.16,Intel,Intel,0,0,1920,1080,141.21199808219862,0,500,0,0,Intel,i3,2.5,intel,0
Lenovo,Notebook,15.6,8,Windows 10,1.99,92121.12,Intel,Intel,0,1,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,26586.72,Intel,Intel,0,0,1920,1080,141.21199808219862,128,0,0,0,Intel,i3,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,1.9,59513.2272,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,intel,0
Dell,Gaming,17.3,16,Windows 10,4.42,143802.72,Intel,Nvidia,0,1,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,17.3,8,Windows 10,2.65,28992.312,Intel,Intel,0,0,1600,900,106.11306214269258,0,1024,0,0,Intel,i3,2.5,intel,0
HP,Notebook,17.3,8,Windows 10,2.63,68198.4,Intel,Nvidia,0,0,1920,1080,127.33567457123111,0,1024,0,0,Intel,i7,2.7,nvidia,1
Asus,Notebook,15.6,4,Linux,2.0,11934.72,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,celeron,1.1,intel,0
Mediacom,Notebook,13.3,4,Windows 10,1.35,13586.4,Intel,Intel,0,1,1920,1080,165.6321180513006,0,0,32,0,Intel,atom,1.44,intel,0
Lenovo,Notebook,17.3,6,Windows 10,2.8,50562.72,Intel,Nvidia,0,0,1600,900,106.11306214269258,128,1024,0,0,Intel,i7,2.7,nvidia,1
HP,Notebook,15.6,6,Windows 10,1.91,30310.992,AMD,AMD,0,1,1920,1080,141.21199808219862,128,0,0,0,AMD,other,2.5,amd,1
Dell,Notebook,15.6,4,Windows 10,2.18,32921.712,Intel,AMD,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i3,2.5,amd,1
Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,18594.72,Intel,Intel,1,1,1920,1080,189.90579052433606,0,0,32,0,Intel,celeron,2.0,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.05,33566.4,Intel,Intel,0,0,1920,1080,141.21199808219862,128,0,0,0,Intel,i3,2.7,intel,0
HP,Ultrabook,13.3,16,Windows 10,1.16,104695.2,Intel,Intel,1,1,3200,1800,276.053530085501,512,0,0,0,Intel,other,1.2,intel,0
Lenovo,Notebook,17.3,8,Windows 10,3.4,159786.72,Intel,Nvidia,0,1,1920,1080,127.33567457123111,256,0,0,0,Intel,i7,2.8,nvidia,1
Asus,Notebook,15.6,8,Windows 10,2.5,44701.92,Intel,Nvidia,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i5,2.5,nvidia,1
Dell,Ultrabook,13.3,8,Windows 10,1.21,85194.72,Intel,Intel,1,1,3840,2160,331.2642361026012,128,0,0,0,Intel,i5,1.6,intel,0
Dell,Notebook,15.6,4,Windows 10,1.93,51095.52,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i5,2.6,intel,0
Fujitsu,Notebook,15.6,8,Windows 10,2.2,39373.92,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,18328.32,Intel,Intel,0,0,1920,1080,141.21199808219862,0,500,0,0,Intel,other,1.1,intel,0
Lenovo,Notebook,14.0,4,Windows 10,2.02,52747.2,Intel,Intel,0,0,1366,768,111.93520355955211,0,500,0,0,Intel,i5,2.5,intel,0
HP,Workstation,17.3,8,Windows 10,3.14,99153.5472,Intel,Nvidia,0,0,1600,900,106.11306214269258,0,500,0,0,Intel,i5,2.8,nvidia,1
HP,Notebook,14.0,8,Windows 10,1.94,20725.92,Intel,Intel,0,0,1366,768,111.93520355955211,0,2048,0,0,Intel,other,1.6,intel,0
HP,Notebook,15.6,6,Windows 10,1.95,34578.72,AMD,AMD,0,1,1920,1080,141.21199808219862,256,0,0,0,AMD,other,2.5,amd,1
Lenovo,Notebook,15.6,8,Windows 10,2.3,44222.4,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.05,36496.8,Intel,Intel,0,0,1920,1080,141.21199808219862,0,500,0,0,Intel,i5,1.6,intel,0
Mediacom,Notebook,14.0,4,Windows 10,1.4,13266.72,Intel,Intel,0,0,1920,1080,157.3505121487356,32,0,0,0,Intel,atom,1.44,intel,0
Toshiba,Ultrabook,14.0,16,Windows 10,1.24,99367.2,Intel,Intel,1,0,1920,1080,157.3505121487356,512,0,0,0,Intel,i7,2.7,intel,0
Lenovo,Gaming,17.3,32,Windows 10,4.6,141884.63999999998,Intel,Nvidia,0,1,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.7,nvidia,1
MSI,Gaming,17.3,16,Windows 10,4.14,145401.12,Intel,Nvidia,0,0,1920,1080,127.33567457123111,512,1024,0,0,Intel,i7,2.9,nvidia,1
Dell,Notebook,15.6,8,Linux,2.2,39907.2528,Intel,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.7,amd,1
Mediacom,Notebook,14.0,4,Windows 10,1.45,20725.92,Intel,Intel,0,1,1920,1080,157.3505121487356,32,0,0,0,Intel,celeron,1.1,intel,0
Dell,Notebook,15.6,8,Windows 10,1.9,53733.94559999999,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i5,2.6,intel,0
HP,Notebook,13.3,4,Windows 10,1.49,38308.32,Intel,Intel,0,0,1920,1080,165.6321180513006,128,0,0,0,Intel,i3,2.4,intel,0
Dell,Notebook,15.6,16,Windows 10,1.93,81912.13919999999,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.8,nvidia,1
Dell,Netbook,11.6,4,Chrome OS,1.26,15717.6,Intel,Intel,0,0,1366,768,135.0942111925629,0,0,16,0,Intel,celeron,1.6,intel,0
MSI,Gaming,17.3,16,Windows 10,4.5,125154.72,Intel,Nvidia,0,0,1920,1080,127.33567457123111,128,1024,0,0,Intel,i7,2.7,nvidia,1
HP,Gaming,17.3,16,Windows 10,3.78,79813.44,Intel,Nvidia,0,1,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,89137.44,Intel,Intel,0,1,1920,1080,157.3505121487356,256,0,0,0,Intel,i7,2.6,intel,0
Lenovo,Notebook,15.6,12,Windows 10,2.2,32447.52,Intel,Intel,1,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i7,1.8,intel,0
Asus,Gaming,17.3,8,Windows 10,2.73,94305.6,Intel,Nvidia,0,1,1920,1080,127.33567457123111,128,1024,0,0,Intel,i5,2.5,nvidia,1
Asus,2 in 1 Convertible,15.6,8,Windows 10,2.2,39373.92,Intel,Intel,1,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,15.6,12,Windows 10,2.2,50562.72,AMD,AMD,0,0,1920,1080,141.21199808219862,512,0,0,0,AMD,other,3.6,amd,1
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.39,32127.84,Intel,Intel,1,0,1366,768,135.0942111925629,128,0,0,0,Intel,other,1.0,intel,0
Samsung,Notebook,15.6,16,Windows 10,2.5,90522.72,Intel,Nvidia,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,17.3,4,No OS,2.8,28185.12,Intel,Intel,0,0,1920,1080,127.33567457123111,0,500,0,0,Intel,i3,2.5,intel,0
Lenovo,Notebook,15.6,8,Windows 10,2.29,24455.52,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i3,2.3,intel,0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,107892.0,Intel,Intel,1,1,1920,1080,165.6321180513006,512,0,0,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,14.0,8,Windows 10,1.7,78534.72,Intel,Intel,0,1,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.5,intel,0
Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,88977.59999999999,Intel,Intel,1,0,1920,1080,176.23257360658386,256,0,0,0,Intel,i5,2.5,intel,0
Dell,Workstation,15.6,8,Windows 10,2.06,93932.64,Intel,Nvidia,1,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,15.6,8,Windows 10,1.84,64948.32,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.7,intel,0
HP,Notebook,15.6,4,Windows 10,2.1,35616.6144,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i3,2.4,intel,0
Acer,Notebook,14.0,4,Windows 10,1.6,17529.12,Intel,Intel,0,0,1920,1080,157.3505121487356,0,0,32,0,Intel,celeron,1.1,intel,0
MSI,Gaming,17.3,16,Windows 10,4.14,117162.72,Intel,Nvidia,0,0,1920,1080,127.33567457123111,128,1024,0,0,Intel,i7,2.7,nvidia,1
Dell,Notebook,15.6,4,Linux,2.18,24775.2,Intel,AMD,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i3,2.5,amd,1
MSI,Gaming,15.6,16,Windows 10,1.8,122490.72,Intel,Nvidia,0,0,3840,2160,282.42399616439724,256,2048,0,0,Intel,i7,2.8,nvidia,1
Toshiba,Notebook,15.6,8,Windows 10,2.2,74538.72,Intel,Intel,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.5,intel,0
Lenovo,Notebook,15.6,6,Windows 10,2.4,30049.92,Intel,Intel,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,intel,0
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,69210.72,Intel,Intel,1,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.8,intel,0
Acer,Notebook,14.0,4,Windows 10,1.6,18594.72,Intel,Intel,0,0,1366,768,111.93520355955211,0,0,128,0,Intel,other,1.6,intel,0
Lenovo,Notebook,15.6,32,Windows 10,2.5,261018.72,Intel,Nvidia,0,1,3840,2160,282.42399616439724,1024,0,0,0,Intel,other,3.1,nvidia,1
Dell,Gaming,15.6,16,Windows 10,2.59,46833.6528,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.6,nvidia,1
Dell,Notebook,15.6,4,Linux,2.18,23650.992,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i3,2.0,intel,0
Dell,Notebook,15.6,4,Linux,2.25,19127.52,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i3,2.0,intel,0
Dell,Notebook,15.6,4,Linux,1.93,46300.32,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i5,2.6,intel,0
Asus,Gaming,17.3,8,Windows 10,3.0,62231.04,Intel,Nvidia,0,0,1920,1080,127.33567457123111,128,1024,0,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,15.6,4,Linux,2.18,30316.32,Intel,AMD,0,0,1920,1080,141.21199808219862,128,0,0,0,Intel,i5,2.5,amd,1
HP,Ultrabook,15.6,8,Windows 10,1.84,74005.92,Intel,Intel,0,0,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,2.7,intel,0
MSI,Gaming,15.6,16,Windows 10,2.94,120831.5808,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,1024,0,0,Intel,i7,2.8,nvidia,1
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,20193.12,Intel,Intel,1,1,1366,768,135.0942111925629,0,0,32,0,Intel,celeron,1.6,intel,0
HP,Notebook,14.0,8,Windows 10,2.31,59886.72,Intel,Intel,0,0,1366,768,111.93520355955211,256,0,0,0,Intel,i5,2.6,intel,0
Lenovo,Notebook,14.0,8,Windows 7,1.65,78055.2,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.3,intel,0
Dell,Notebook,15.6,4,Windows 10,2.2,41345.28,Intel,AMD,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,1.6,amd,1
Fujitsu,Notebook,15.6,8,Windows 10,2.2,42570.72,Intel,Intel,0,0,1366,768,100.45466986113651,256,0,0,0,Intel,i5,2.5,intel,0
HP,Notebook,15.6,4,Windows 7,1.88,49656.96,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i5,2.3,intel,0
Lenovo,Notebook,15.6,8,Windows 10,2.2,47898.72,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.7,nvidia,1
Mediacom,Notebook,14.0,2,Windows 10,1.4,12733.92,Intel,Intel,0,0,1920,1080,157.3505121487356,0,0,32,0,Intel,atom,1.44,intel,0
Lenovo,Notebook,15.6,4,No OS,2.2,24935.04,Intel,Intel,0,0,1920,1080,141.21199808219862,128,0,0,0,Intel,i5,2.5,intel,0
Asus,2 in 1 Convertible,13.3,6,Windows 10,1.5,34046.4528,Intel,Intel,1,0,1920,1080,165.6321180513006,0,1024,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.0,96969.6,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.8,nvidia,1
Asus,Ultrabook,14.0,16,Windows 10,1.1,101232.0,Intel,Intel,0,0,1920,1080,157.3505121487356,512,0,0,0,Intel,i7,2.7,intel,0
Dell,Gaming,15.6,16,Windows 10,2.62,78801.12,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,1024,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,4,Windows 10,1.8,44169.12,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,1.6,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,30849.12,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i3,2.5,nvidia,1
Asus,Notebook,15.6,8,Windows 10,2.0,21258.72,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,celeron,1.1,intel,0
Asus,Notebook,15.6,8,Windows 10,1.99,48304.7136,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,nvidia,1
Dell,Ultrabook,13.3,8,Windows 10,1.23,99580.32,Intel,Intel,1,0,3200,1800,276.053530085501,256,0,0,0,Intel,i5,1.6,intel,0
Lenovo,Notebook,14.0,2,Windows 10,1.42,13266.72,Intel,Intel,0,0,1366,768,111.93520355955211,0,0,32,0,Intel,celeron,1.6,intel,0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,93635.3376,Intel,Intel,1,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i7,2.7,intel,0
Dell,Notebook,15.6,16,Windows 10,2.06,127818.72,Intel,Nvidia,1,0,3840,2160,282.42399616439724,1024,0,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Gaming,15.6,8,Windows 10,2.5,59087.52,Intel,Nvidia,0,1,1920,1080,141.21199808219862,128,1024,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,17.0,8,Windows 10,2.6,27753.552,AMD,AMD,0,0,1600,900,107.98564559226952,0,1024,0,0,AMD,other,2.5,amd,1
Lenovo,Ultrabook,14.0,16,Windows 10,1.14,130536.0,Intel,Intel,0,1,1920,1080,157.3505121487356,512,0,0,0,Intel,i7,2.7,intel,0
Asus,Gaming,15.6,8,No OS,2.5,62284.32,Intel,Nvidia,0,1,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.8,nvidia,1
Acer,Notebook,15.6,4,Windows 10,2.4,23976.0,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i3,2.5,intel,0
Lenovo,Notebook,14.0,4,Windows 10,1.43,14598.72,Intel,Intel,0,0,1366,768,111.93520355955211,0,0,32,0,Intel,celeron,1.6,intel,0
Acer,Ultrabook,14.0,8,Windows 10,1.8,48964.32,Intel,Intel,0,1,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.5,intel,0
Razer,Gaming,14.0,16,Windows 10,1.95,138474.72,Intel,Nvidia,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i7,2.8,nvidia,1
Toshiba,Notebook,13.3,8,Windows 10,1.2,64628.64,Intel,Intel,0,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,2.3,intel,0
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,84395.52,Intel,Intel,0,1,1920,1080,176.23257360658386,256,0,0,0,Intel,i7,2.7,intel,0
Asus,Gaming,17.3,32,Windows 10,3.8,149130.72,Intel,Nvidia,0,1,1920,1080,127.33567457123111,512,0,0,0,Intel,i7,2.7,nvidia,1
Acer,Gaming,15.6,8,Linux,2.4,37775.52,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,nvidia,1
Dell,Ultrabook,13.3,8,Windows 10,1.2,77250.672,Intel,Intel,0,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,1.6,intel,0
MSI,Gaming,15.6,8,Windows 10,2.2,63499.10399999999,Intel,Nvidia,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,15.6,4,No OS,1.86,19441.872,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i3,2.5,intel,0
Toshiba,Notebook,15.6,8,Windows 10,2.0,56689.92,Intel,Intel,0,1,1920,1080,141.21199808219862,0,500,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.2,48964.32,Intel,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,1.8,amd,1
Dell,Notebook,15.6,16,Windows 10,2.2,60472.8,Intel,AMD,0,0,1920,1080,141.21199808219862,256,2048,0,0,Intel,i7,1.8,amd,1
Lenovo,Gaming,15.6,8,Windows 10,3.31,63722.88,Intel,Nvidia,0,1,1920,1080,141.21199808219862,128,1024,0,0,Intel,i7,2.6,nvidia,1
Dell,Gaming,17.3,32,Windows 10,4.42,167691.8736,Intel,Nvidia,0,1,3840,2160,254.67134914246222,512,1024,0,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,14.0,8,Windows 10,1.56,65481.12,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.4,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,22324.32,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,celeron,1.1,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,28504.8,Intel,Intel,0,0,1920,1080,141.21199808219862,0,500,0,0,Intel,i5,2.3,intel,0
HP,Notebook,15.6,6,Windows 10,2.04,28717.92,Intel,AMD,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i3,2.5,amd,1
MSI,Gaming,17.3,8,Windows 10,2.7,79215.1056,Intel,Nvidia,0,0,1920,1080,127.33567457123111,128,1024,0,0,Intel,i7,2.8,nvidia,1
Toshiba,Notebook,15.6,4,Windows 10,2.1,26533.44,Intel,Intel,0,0,1366,768,100.45466986113651,128,0,0,0,Intel,i3,2.1,intel,0
Dell,Notebook,15.6,8,Windows 10,2.06,50882.4,Intel,Intel,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,intel,0
HP,Notebook,15.6,8,Windows 10,2.1,39693.6,Intel,AMD,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.7,amd,1
